"TargetFile","Key","SourceEnglish","ProposedMalay","Status","Note"
"lang\ms_MY\products.lang","MultiPricesNumPrices","Number of prices","Bilangan harga","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","Nature","Nature of product (raw/manufactured)","Sifat produk (mentah/dikilang)","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","NatureOfProductDesc","Raw material or manufactured product","Bahan mentah atau produk dikilang","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","NatureOfProductShort","Nature of product","Sifat produk","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","NbOfDifferentValues","No. of different values","Bil. nilai berbeza","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","NbOfQtyInProposals","Qty in proposals","Kuantiti dalam sebut harga","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","NbProducts","Number of products","Bilangan produk","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","NetMeasure","Net measure","Ukuran bersih","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","NewPrice","New price","Harga baharu","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","NewProductAttribute","New attribute","Atribut baharu","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","NewProductAttributeValue","New attribute value","Nilai atribut baharu","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","NewProductCombination","New variant","Varian baharu","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","NewProductCombinations","New variants","Varian baharu","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","NewRefForClone","Ref. of new product/service","Ruj. produk/perkhidmatan baharu","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","NoDynamicPrice","No dynamic price","Tiada harga dinamik","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","NoEditVariants","Go to Parent product card and edit variants price impact in the variants tab","Pergi ke kad produk Induk dan edit kesan harga varian dalam tab varian","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","NoMatchFound","No match found","Tiada padanan ditemui","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","NoPriceDefinedForThisSupplier","No price/qty defined for this vendor/product","Tiada harga/kuantiti ditakrifkan untuk pembekal/produk ini","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","NoProductPriceDefinedForThisSupplier","No product price/qty defined for this vendor","Tiada harga/kuantiti produk ditakrifkan untuk pembekal ini","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","NoSupplierPriceDefinedForThisProduct","No vendor price/qty defined for this product","Tiada harga/kuantiti pembekal ditakrifkan untuk produk ini","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","NoteNotVisibleOnBill","Note (not visible on invoices, proposals...)","Nota (tidak kelihatan pada invois, sebut harga...)","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","NotOnSell","Not for sale","Bukan untuk jualan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","NotPredefinedProducts","Not predefined products/services","Bukan produk/perkhidmatan pratetap","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","NotSupportedOnKits","Not supported on kits","Tidak disokong pada kit","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","NumberOfStickers","Number of stickers to print on page","Bilangan pelekat untuk dicetak pada halaman","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","OnBuy","For purchase","Untuk belian","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","OnSell","For sale","Untuk jualan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","OrProductsWithCategories","Or products with tags/categories","Atau produk dengan tag/kategori","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","p","piece","keping","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","PackagingForThisProduct","Round quantities up to a multiple","Bulatkan kuantiti ke gandaan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","PackagingForThisProductDesc","When adding/updating a line in a documents, the quantity is adjusted to match the nearest higher multiple of the value defined on product.","Apabila menambah/mengemas kini baris dalam dokumen, kuantiti diselaraskan agar sepadan dengan gandaan lebih tinggi terdekat bagi nilai yang ditakrifkan pada produk.","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","PackagingForThisProductSell","Packaging of quantities (sale)","Pembungkusan kuantiti (jualan)","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","PageToGenerateBarCodeSheets","With this tool, you can print sheets of barcode stickers. Choose format of your sticker page, type of barcode and value of barcode, then click on button <b>%s</b>.","Dengan alat ini, anda boleh mencetak helaian pelekat kod bar. Pilih format halaman pelekat, jenis kod bar dan nilai kod bar, kemudian klik butang <b>%s</b>.","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ParentProduct","Parent product","Produk induk","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ParentProductOfVariant","Parent product of variant","Produk induk bagi varian","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ParentProducts","Parent products","Produk induk","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ParentProductsNumber","Number of parent packaging product","Bilangan produk pembungkusan induk","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","PercentageVariation","Percentage variation","Variasi peratusan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","PercentDiscountOver","%% discount over %s","Diskaun %% atas %s","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","PercentVariationOver","%% variation over %s","Variasi %% atas %s","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","PMPExpected","Expected PMP","PMP Dijangka","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","PMPReal","Real PMP","PMP Sebenar","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","PMPValue","Weighted average price","Harga purata berwajaran","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","PMPValueShort","WAP","WAP","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","PossibleValues","Possible values","Nilai yang mungkin","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","PredefinedItem","Predefined item","Item pratetap","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","PredefinedProducts","Predefined Product","Produk Pratetap","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","PredefinedProductsAndServices","Predefined products/services","Produk/perkhidmatan pratetap","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","PredefinedServices","Predefined Service","Perkhidmatan Pratetap","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","PriceByCustomeAndMultiPricesAbility","Different prices for each customer + Multiple price segments per product/service (each customer is in one price segment)","Harga berbeza untuk setiap pelanggan + Segmen harga berbilang bagi setiap produk/perkhidmatan (setiap pelanggan berada dalam satu segmen harga)","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","PriceByCustomer","Different prices for each customer","Harga berbeza untuk setiap pelanggan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","PriceByCustomerLog","Log of previous customer prices","Log harga pelanggan terdahulu","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","PriceByQuantity","Different prices by quantity","Harga berbeza mengikut kuantiti","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","PriceByQuantityRange","Quantity range","Julat kuantiti","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","PriceCatalogue","A single sell price per product/service","Satu harga jualan bagi setiap produk/perkhidmatan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","PriceExpressionEditor","Price expression editor","Editor ungkapan harga","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","PriceExpressionEditorHelp1","""price = 2 + 2"" or ""2 + 2"" for setting the price. Use ; to separate expressions","""price = 2 + 2"" atau ""2 + 2"" untuk menetapkan harga. Gunakan ; untuk memisahkan ungkapan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","PriceExpressionEditorHelp2","You can access ExtraFields with variables like <b>#extrafield_myextrafieldkey#</b> and global variables with <b>#global_mycode#</b>","Anda boleh mengakses ExtraFields dengan pemboleh ubah seperti <b>#extrafield_myextrafieldkey#</b> dan pemboleh ubah global dengan <b>#global_mycode#</b>","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","PriceExpressionEditorHelp3","In both product/service and vendor prices there are these variables available:<br><b>#tva_tx# #localtax1_tx# #localtax2_tx# #weight# #length# #surface# #price_min#</b>","Dalam harga produk/perkhidmatan dan harga pembekal, pemboleh ubah ini tersedia:<br><b>#tva_tx# #localtax1_tx# #localtax2_tx# #weight# #length# #surface# #price_min#</b>","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","PriceExpressionEditorHelp4","In product/service price only: <b>#supplier_min_price#</b><br>In vendor prices only: <b>#supplier_quantity# and #supplier_tva_tx#</b>","Dalam harga produk/perkhidmatan sahaja: <b>#supplier_min_price#</b><br>Dalam harga pembekal sahaja: <b>#supplier_quantity# dan #supplier_tva_tx#</b>","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","PriceExpressionEditorHelp5","Available global values:","Nilai global tersedia:","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","PriceExpressionSelected","Selected price expression","Ungkapan harga yang dipilih","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","PriceForEachProduct","Products with specific prices","Produk dengan harga khusus","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","PriceImpact","Price impact","Kesan harga","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","PriceLabel","Price label","Label harga","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","PriceMode","Price mode","Mod harga","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","PriceNumeric","Number","Nombor","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","PriceQtyMin","Price quantity min.","Kuantiti min. harga","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","PriceQtyMinCurrency","Price (currency) for this qty.","Harga (mata wang) untuk kuantiti ini","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","PriceRemoved","Price removed","Harga dibuang","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","PricingRule","Rules for selling prices","Peraturan harga jualan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","PrintsheetForOneBarCode","Print several stickers for one barcode","Cetak beberapa pelekat untuk satu kod bar","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductAccountancyBuyCode","Accounting code (purchase)","Kod perakaunan (belian)","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductAccountancyBuyExportCode","Accounting code (purchase import)","Kod perakaunan (import belian)","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductAccountancyBuyIntraCode","Accounting code (purchase intra-community)","Kod perakaunan (belian intra-komuniti)","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductAccountancySellCode","Accounting code (sale)","Kod perakaunan (jualan)","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductAccountancySellExportCode","Accounting code (sale export)","Kod perakaunan (eksport jualan)","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductAccountancySellIntraCode","Accounting code (sale intra-Community)","Kod perakaunan (jualan intra-Komuniti)","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductAssociationList","List of products/services that are component(s) of this kit","Senarai produk/perkhidmatan yang merupakan komponen kit ini","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductAttribute","Variant attribute","Atribut varian","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductAttributeDeleteDialog","Are you sure you want to delete this attribute? All values will be deleted","Adakah anda pasti mahu menghapuskan atribut ini? Semua nilai akan dihapuskan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductAttributeExtrafields","Variant attributes extrafields","Medan tambahan atribut varian","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductAttributeExtrafieldsSetup","Setup of Variant attributes extrafields","Tetapan medan tambahan atribut varian","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductAttributeName","Variant attribute %s","Atribut varian %s","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductAttributes","Variant attributes for products","Atribut varian untuk produk","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductAttributeValueDeleteDialog","Are you sure you want to delete the value ""%s"" with the reference ""%s"" of this attribute?","Adakah anda pasti mahu menghapuskan nilai ""%s"" dengan rujukan ""%s"" bagi atribut ini?","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductAttributeValueExtrafields","Variant attributes values extrafields","Medan tambahan nilai atribut varian","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductAttributeValueExtrafieldsSetup","Setup of Variant attributes values extrafields","Tetapan medan tambahan nilai atribut varian","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductCodeModel","Product ref template","Templat ruj. produk","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductCombination","Variant","Varian","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductCombinationAlreadyUsed","There was an error while deleting the variant. Please check it is not being used in any object","Ralat berlaku semasa menghapuskan varian. Sila semak bahawa ia tidak sedang digunakan dalam mana-mana objek","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductCombinationDeleteDialog","Are you sure want to delete the variant of the product ""<strong>%s</strong>""?","Adakah anda pasti mahu menghapuskan varian produk ""<strong>%s</strong>""?","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductCombinationGenerator","Variants generator","Penjana varian","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductCombinationGeneratorWarning","If you continue, before generating new variants, all previous ones will be DELETED. Already existing ones will be updated with the new values","Jika anda meneruskan, sebelum menjana varian baharu, semua varian terdahulu akan DIHAPUSKAN. Varian sedia ada akan dikemas kini dengan nilai baharu","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductCombinations","Variants","Varian","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductCustomerExtraFields","Additional Attributes (Customer price)","Atribut Tambahan (harga pelanggan)","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductDeleted","Product/Service ""%s"" deleted from database.","Produk/Perkhidmatan ""%s"" dihapuskan daripada pangkalan data.","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductDescriptionTranslated","Translated product description","Penerangan produk yang diterjemahkan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductId","Product/service id","ID produk/perkhidmatan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductIsUsed","This product is used","Produk ini sedang digunakan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductLabelTranslated","Translated product label","Label produk yang diterjemahkan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductLevelExtraFields","Additional Attributes (Level price)","Atribut Tambahan (harga peringkat)","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductNoteTranslated","Translated product note","Nota produk yang diterjemahkan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductOrService","Product or Service","Produk atau Perkhidmatan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductParentList","List of kits including this product","Senarai kit yang merangkumi produk ini","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductsAndServices","Products and Services","Produk dan Perkhidmatan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductsAndServicesArea","Product and Services area","Ruang Produk dan Perkhidmatan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductsArea","Product area","Ruang Produk","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductSellByQuarterHT","Products turnover quarterly before tax","Perolehan produk mengikut suku tahun sebelum cukai","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductServiceCard","Products/Services card","Kad Produk/Perkhidmatan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductSheet","Product sheet","Lembaran produk","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductsMergeSuccess","Products have been merged","Produk telah digabungkan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductsMultiPrice","Products and prices for each price segment","Produk dan harga bagi setiap segmen harga","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductsNotOnSell","Products not for sale and not for purchase","Produk bukan untuk jualan dan bukan untuk belian","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductsOnPurchase","Products for purchase","Produk untuk belian","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductsOnPurchaseOnly","Products for purchase only","Produk untuk belian sahaja","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductsOnSale","Products for sale","Produk untuk jualan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductsOnSaleOnly","Products for sale only","Produk untuk jualan sahaja","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductsOnSellAndOnBuy","Products for sale and for purchase","Produk untuk jualan dan belian","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductsOrServiceMultiPrice","Customer prices (of products or services, multi-prices)","Harga pelanggan (produk atau perkhidmatan, pelbagai harga)","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductsOrServices","Products or Services","Produk atau Perkhidmatan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductsOrServicesTranslations","Products/Services translations","Terjemahan Produk/Perkhidmatan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductSpecial","Special","Khas","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductsPipeServices","Products | Services","Produk | Perkhidmatan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductsPricePerCustomer","Product prices per customers","Harga produk mengikut pelanggan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductStatusNotOnBuy","Not for purchase","Bukan untuk belian","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductStatusNotOnBuyShort","Not for purchase","Bukan untuk belian","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductStatusNotOnSell","Not for sale","Bukan untuk jualan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductStatusNotOnSellShort","Not for sale","Bukan untuk jualan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductStatusOnBuy","For purchase","Untuk belian","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductStatusOnBuyShort","For purchase","Untuk belian","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductStatusOnSell","For sale","Untuk jualan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductStatusOnSellShort","For sale","Untuk jualan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductSupplierDescription","Vendor description for the product","Penerangan pembekal untuk produk","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductSupplierExtraFields","Additional Attributes (Supplier Prices)","Atribut Tambahan (Harga Pembekal)","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductToAddSearch","Search product to add","Cari produk untuk ditambah","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductVatMassChange","Global VAT Update","Kemas Kini SST Global","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductVatMassChangeDesc","This tool updates the VAT rate defined on <b><u>ALL</u></b> products and services!","Alat ini mengemas kini kadar SST yang ditakrifkan pada <b><u>SEMUA</u></b> produk dan perkhidmatan!","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductVolume","Volume for 1 product","Isi padu untuk 1 produk","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ProductWeight","Weight for 1 product","Berat untuk 1 produk","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","PropagateVariant","Propagate variants","Sebarkan varian","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","PropalMergePdfProductActualFile","PDF file to include into the PDF proposals if the product is part of the proposal...","Fail PDF untuk disertakan ke dalam PDF sebut harga jika produk adalah sebahagian daripada sebut harga...","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","PropalMergePdfProductChooseFile","Select PDF files","Pilih fail PDF","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","PurchasedAmount","Purchased amount","Jumlah belian","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","PuttingDescUpToDate","Update descriptions with current known descriptions","Kemas kini penerangan dengan penerangan semasa yang diketahui","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","PuttingPricesUpToDate","Update prices with current known prices","Kemas kini harga dengan harga semasa yang diketahui","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","QtyMin","Min. purchase quantity","Kuantiti belian min.","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","QtyRecalculatedWithPackaging","The quantity of the line were recalculated according to packaging rule on multiples for quantities","Kuantiti baris telah dikira semula mengikut peraturan pembungkusan pada gandaan kuantiti","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","Quarter1","1st. Quarter","Suku Tahun Pertama","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","Quarter2","2nd. Quarter","Suku Tahun Kedua","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","Quarter3","3rd. Quarter","Suku Tahun Ketiga","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","Quarter4","4th. Quarter","Suku Tahun Keempat","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","Rank","Rank","Kedudukan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","RealValuation","Real Valuation","Penilaian Sebenar","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","Reference","Reference","Rujukan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","RegionStateOrigin","Region of origin","Wilayah asal","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ResetBarcodeForAllRecords","Define barcode value for all record (this will also reset barcode value already defined with new values)","Takrifkan nilai kod bar untuk semua rekod (ini juga akan menetapkan semula nilai kod bar yang telah ditakrifkan dengan nilai baharu)","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","RowMaterial","Raw Material","Bahan Mentah","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","s","s","s","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ScanOrTypeOrCopyPasteYourBarCodes","Scan or type or copy/paste your barcodes","Imbas atau taip atau salin/tampal kod bar anda","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","se","set","set","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","second","second","saat","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","SelectCombination","Select combination","Pilih kombinasi","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","SellingMinPriceTTC","Minimum Selling price (inc. tax)","Harga jualan minimum (termasuk cukai)","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","SellingPriceHT","Selling price (excl. tax)","Harga jualan (tidak termasuk cukai)","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","SellingPrices","Selling prices","Harga jualan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","SellingPriceTTC","Selling price (inc. tax)","Harga jualan (termasuk cukai)","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ServiceCodeModel","Service ref template","Templat ruj. perkhidmatan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ServiceLimitedDuration","If product is a service with limited duration:","Jika produk ialah perkhidmatan dengan tempoh terhad:","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ServiceNb","Service #%s","Perkhidmatan #%s","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ServicesArea","Services area","Ruang Perkhidmatan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ServiceSellByQuarterHT","Services turnover quarterly before tax","Perolehan perkhidmatan mengikut suku tahun sebelum cukai","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ServiceSheet","Service sheet","Lembaran perkhidmatan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ServicesNotOnSell","Services not for sale and not for purchase","Perkhidmatan bukan untuk jualan dan bukan untuk belian","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ServicesOnPurchase","Services for purchase","Perkhidmatan untuk belian","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ServicesOnPurchaseOnly","Services for purchase only","Perkhidmatan untuk belian sahaja","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ServicesOnSale","Services for sale","Perkhidmatan untuk jualan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ServicesOnSaleOnly","Services for sale only","Perkhidmatan untuk jualan sahaja","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ServicesOnSellAndOnBuy","Services for sale and for purchase","Perkhidmatan untuk jualan dan belian","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","set","set","set","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","SetDefaultBarcodeType","Set barcode type","Tetapkan jenis kod bar","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ShowChildProducts","Show variant products","Papar produk varian","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ShowProduct","Show product","Papar produk","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","ShowService","Show service","Papar perkhidmatan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","SizeUnits","Size unit","Unit saiz","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","SoldAmount","Sold amount","Jumlah jualan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","StateOrigin","State|Province of origin","Negeri|Wilayah asal","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","StockableProduct","Stock management","Pengurusan stok","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","StockableProductDescription","If this option is enabled, the stock modification for this product is retained. If not, all stock modifications will be disabled for this product.","Jika pilihan ini diaktifkan, perubahan stok untuk produk ini akan dikekalkan. Jika tidak, semua perubahan stok akan dinyahaktifkan untuk produk ini.","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","StockDisabled","Stock disabled","Stok dinyahaktifkan","ready","Sprint 22B-1 products.lang"
"lang\ms_MY\products.lang","StockEnabled","Stock enabled","Stok diaktifkan","ready","Sprint 22B-1 products.lang"
